1588204800,66.31000000,67.96000000,66.02000000,67.85000000,11468.42859000,1588219199999,767299.18143240,3351,6724.79283000,450034.93932480,0
1588219200,67.89000000,68.42000000,66.21000000,66.90000000,19154.93632000,1588233599999,1290672.94870900,5366,10692.01423000,720408.96159480,0
1588233600,66.85000000,66.86000000,62.57000000,64.35000000,29930.95745000,1588247999999,1935737.87753850,8232,13793.70517000,893327.15660800,0
1588248000,64.33000000,64.97000000,63.04000000,63.88000000,16412.60668000,1588262399999,1053302.34214540,3490,7300.10711000,469305.00811460,0
1588262400,63.80000000,64.14000000,61.11000000,62.22000000,27423.91344000,1588276799999,1712322.73831340,5853,11495.62742000,717532.54610980,0
1588276800,62.15000000,63.38000000,61.78000000,62.28000000,21135.60191000,1588291199999,1320540.94347880,6975,12060.33686000,753975.50300110,0
1588291200,62.26000000,63.55000000,62.20000000,63.48000000,8526.22278000,1588305599999,535740.68535780,2587,4561.70816000,286553.57173740,0
1588305600,63.53000000,64.77000000,63.47000000,64.65000000,8042.45130000,1588319999999,516803.25722900,2322,4805.05700000,308837.75682370,0
1588320000,64.74000000,65.00000000,64.13000000,64.79000000,10109.73371000,1588334399999,652902.44011590,2603,6514.12892000,420839.36310850,0
1588334400,64.79000000,64.86000000,63.71000000,63.75000000,7834.36987000,1588348799999,503625.57022820,2506,4248.11953000,273184.27020600,0
1588348800,63.70000000,64.12000000,63.38000000,63.40000000,8266.48297000,1588363199999,526349.57074490,3258,3395.59440000,216213.19471580,0
1588363200,63.48000000,63.91000000,62.92000000,63.45000000,7023.65661000,1588377599999,445521.28276950,3057,2895.58953000,183604.41667740,0
1588377600,63.45000000,64.32000000,63.29000000,64.05000000,6725.38262000,1588391999999,429869.42687150,2265,3984.32470000,254616.22315520,0
1588392000,64.05000000,64.30000000,63.79000000,63.83000000,2727.87157000,1588406399999,174609.62904030,1171,1092.59748000,69945.28583410,0
1588406400,63.82000000,64.24000000,63.56000000,63.91000000,2796.29836000,1588420799999,178507.56258830,1261,1286.13108000,82170.81033440,0
1588420800,63.90000000,64.59000000,63.67000000,64.32000000,5433.90218000,1588435199999,348290.91394830,1983,2841.56132000,182318.98120670,0
1588435200,64.30000000,64.97000000,63.76000000,64.23000000,7741.72277000,1588449599999,499019.95814940,3233,3955.48398000,255138.18404990,0
1588449600,64.21000000,64.62000000,64.11000000,64.54000000,2245.08817000,1588463999999,144575.70173380,1122,1225.22596000,78967.72756510,0
1588464000,64.55000000,65.12000000,64.33000000,64.71000000,9528.83882000,1588478399999,616473.43722060,2918,4874.89208000,315354.67811190,0
1588478400,64.69000000,64.81000000,63.40000000,63.93000000,8309.92183000,1588492799999,533528.68121150,1913,3977.60615000,255494.38335980,0
1588492800,63.89000000,64.60000000,63.86000000,64.14000000,7659.55140000,1588507199999,491686.34702940,1918,3593.66729000,230851.88635670,0
1588507200,64.11000000,64.23000000,61.97000000,62.26000000,14867.98911000,1588521599999,937234.07537600,4773,6219.32628000,392802.80803280,0
1588521600,62.20000000,62.56000000,61.73000000,62.43000000,4891.28743000,1588535999999,304617.10854090,1388,2350.71823000,146352.89439910,0
1588536000,62.42000000,63.03000000,61.88000000,62.37000000,5993.34628000,1588550399999,374930.90972430,1838,3194.92618000,199866.24457000,0
1588550400,62.42000000,62.61000000,60.01000000,60.60000000,13768.40241000,1588564799999,842075.91857590,3535,6958.48999000,425570.94657270,0
1588564800,60.58000000,60.61000000,58.53000000,60.10000000,16125.46473000,1588579199999,958308.03339210,4278,8954.04258000,531727.34655840,0
1588579200,60.13000000,60.57000000,58.61000000,58.81000000,14530.65354000,1588593599999,864112.34813360,2909,6777.05921000,402958.56895470,0
1588593600,58.82000000,60.63000000,58.76000000,60.47000000,11203.66712000,1588607999999,671368.96171050,2188,6197.81701000,371098.66819460,0
1588608000,60.51000000,60.61000000,59.63000000,60.07000000,9586.41182000,1588622399999,576361.62646710,1845,4489.76079000,269819.33582190,0
1588622400,60.11000000,61.11000000,60.11000000,61.06000000,8307.75450000,1588636799999,504029.27282190,1952,4903.14443000,297591.31080400,0
1588636800,61.09000000,61.85000000,60.89000000,61.21000000,7476.81013000,1588651199999,458648.03822900,1711,3777.91996000,231889.09428380,0
1588651200,61.24000000,62.02000000,61.20000000,61.62000000,11519.67113000,1588665599999,709430.53295560,2822,6709.18025000,413189.42144290,0
1588665600,61.62000000,61.96000000,59.77000000,60.67000000,14887.80664000,1588679999999,905516.16471980,3123,6821.16492000,414266.35628590,0
1588680000,60.69000000,61.04000000,59.70000000,60.00000000,12140.01139000,1588694399999,732318.15305500,2879,5379.33539000,324431.80778430,0
1588694400,60.02000000,60.64000000,59.82000000,60.02000000,5231.20966000,1588708799999,314913.33232780,1210,2941.59133000,177189.40667920,0
1588708800,60.04000000,60.72000000,60.04000000,60.31000000,6053.46721000,1588723199999,365410.81805360,1837,2887.19767000,174302.10367860,0
1588723200,60.33000000,60.52000000,58.97000000,59.95000000,13468.60864000,1588737599999,804379.24731190,3364,5747.68585000,342970.07915210,0
1588737600,59.94000000,61.49000000,59.92000000,61.39000000,18843.51256000,1588751999999,1147100.37104190,9980,9332.41850000,568202.97506630,0
1588752000,61.39000000,61.91000000,60.90000000,61.71000000,20319.78929000,1588766399999,1249544.77216700,9054,11262.31838000,692632.19254490,0
1588766400,61.71000000,62.06000000,60.34000000,60.36000000,21948.06580000,1588780799999,1345035.66125710,9070,12513.41880000,767206.42598030,0
1588780800,60.36000000,60.58000000,59.43000000,59.45000000,33035.56377000,1588795199999,1979249.29754080,6961,14853.73064000,890149.04026390,0
