symbol,slow_macd_period,fast_macd_period,macd_signal_period,atr_period,atr_dist,sma_period,direction_period,profit,Sharpe_ratio,max_drawdown,max_drawdown_duration,profit_vs_BuyHold
XMRUSDT,14,72,28,7,2,15,5,-226.90,-0.28,50.88,1781,-525.80
XMRUSDT,14,72,28,7,2,15,15,-136.46,0.12,38.30,1781,-325.43
XMRUSDT,14,72,28,7,2,35,5,-291.16,-0.67,47.75,1781,-590.06
XMRUSDT,14,72,28,7,2,35,15,-151.27,-0.16,38.02,1781,-450.17
XMRUSDT,14,72,28,7,6,15,5,-77.54,1.00,54.25,1855,380.42
XMRUSDT,14,72,28,7,6,15,15,106.77,1.25,52.78,1725,715.94
XMRUSDT,14,72,28,7,6,35,5,23.30,1.14,51.39,1403,563.99
XMRUSDT,14,72,28,7,6,35,15,-16.79,1.09,53.29,1725,491.00
XMRUSDT,14,72,28,21,2,15,5,-79.57,0.05,43.37,1781,-378.47
XMRUSDT,14,72,28,21,2,15,15,-50.78,0.32,37.63,1605,-228.85
XMRUSDT,14,72,28,21,2,35,5,-235.11,-0.46,47.01,1605,-534.01
XMRUSDT,14,72,28,21,2,35,15,-40.53,0.10,33.20,1605,-339.43
XMRUSDT,14,72,28,21,6,15,5,-91.99,0.98,56.46,1863,354.11
XMRUSDT,14,72,28,21,6,15,15,15.13,1.13,55.37,1855,549.12
XMRUSDT,14,72,28,21,6,35,5,-29.84,1.07,54.06,1836,467.26
XMRUSDT,14,72,28,21,6,35,15,-67.84,1.01,55.86,1861,398.07
XMRUSDT,34,32,8,7,2,15,5,-898.78,-1.74,93.51,2354,-1175.02
XMRUSDT,34,32,8,7,2,15,15,-840.12,-1.34,90.39,2354,-1103.93
XMRUSDT,34,32,8,7,2,35,5,-839.40,-1.43,90.02,2119,-1109.10
XMRUSDT,34,32,8,7,2,35,15,-821.80,-1.62,88.72,2026,-1120.69
XMRUSDT,34,32,8,7,6,15,5,-382.81,0.49,78.27,1866,-305.26
XMRUSDT,34,32,8,7,6,15,15,-389.70,0.48,78.27,1866,-316.36
XMRUSDT,34,32,8,7,6,35,5,-350.49,0.54,77.14,1866,-253.23
XMRUSDT,34,32,8,7,6,35,15,-364.56,0.51,77.53,1866,-275.88
XMRUSDT,34,32,8,21,2,15,5,-872.82,-1.48,92.18,2026,-1143.25
XMRUSDT,34,32,8,21,2,15,15,-814.06,-1.16,88.58,2026,-1072.15
XMRUSDT,34,32,8,21,2,35,5,-827.49,-1.34,89.00,2119,-1095.03
XMRUSDT,34,32,8,21,2,35,15,-817.29,-1.57,88.19,2026,-1116.19
XMRUSDT,34,32,8,21,6,15,5,-219.47,0.74,71.04,1866,63.79
XMRUSDT,34,32,8,21,6,15,15,-228.57,0.73,71.04,1866,47.91
XMRUSDT,34,32,8,21,6,35,5,-178.70,0.79,69.52,1866,134.98
XMRUSDT,34,32,8,21,6,35,15,-197.28,0.77,70.04,1866,102.55
XMRUSDT,34,32,28,7,2,15,5,-802.42,-1.07,89.87,2026,-1057.10
XMRUSDT,34,32,28,7,2,15,15,-765.69,-0.93,88.24,2354,-1013.17
XMRUSDT,34,32,28,7,2,35,5,-741.17,-0.93,87.60,2119,-993.01
XMRUSDT,34,32,28,7,2,35,15,-753.64,-1.25,87.95,2026,-1052.54
XMRUSDT,34,32,28,7,6,15,5,-381.91,0.49,78.27,1866,-303.81
XMRUSDT,34,32,28,7,6,15,15,-384.29,0.49,78.27,1866,-307.64
XMRUSDT,34,32,28,7,6,35,5,-331.91,0.56,77.14,1866,-223.31
XMRUSDT,34,32,28,7,6,35,15,-345.51,0.54,77.53,1866,-245.20
XMRUSDT,34,32,28,21,2,15,5,-758.28,-0.86,87.96,2026,-1003.09
XMRUSDT,34,32,28,21,2,15,15,-731.10,-0.77,86.60,2026,-970.99
XMRUSDT,34,32,28,21,2,35,5,-718.11,-0.82,86.14,2119,-965.76
XMRUSDT,34,32,28,21,2,35,15,-743.82,-1.19,87.20,2026,-1042.72
XMRUSDT,34,32,28,21,6,15,5,-219.20,0.74,71.04,1866,64.26
XMRUSDT,34,32,28,21,6,15,15,-222.25,0.74,71.04,1866,58.96
XMRUSDT,34,32,28,21,6,35,5,-155.83,0.82,69.52,1866,174.91
XMRUSDT,34,32,28,21,6,35,15,-173.81,0.80,70.04,1866,143.51
XMRUSDT,34,72,8,7,2,15,5,-184.05,-0.19,47.69,2323,-482.95
XMRUSDT,34,72,8,7,2,15,15,-224.22,0.05,54.13,2119,-395.42
XMRUSDT,34,72,8,7,2,35,5,-222.26,-0.31,53.45,2354,-521.16
XMRUSDT,34,72,8,7,2,35,15,-220.81,-0.25,51.57,2354,-519.70
XMRUSDT,34,72,8,7,6,15,5,98.23,1.24,55.81,1704,700.41
XMRUSDT,34,72,8,7,6,15,15,192.67,1.24,54.55,1861,776.47
XMRUSDT,34,72,8,7,6,35,5,256.94,1.31,52.65,1418,888.31
XMRUSDT,34,72,8,7,6,35,15,192.67,1.24,54.55,1861,776.47
XMRUSDT,34,72,8,21,2,15,5,-185.15,-0.19,47.76,2323,-484.04
XMRUSDT,34,72,8,21,2,15,15,-134.67,0.24,50.15,2119,-291.14
XMRUSDT,34,72,8,21,2,35,5,-192.96,-0.23,50.49,1605,-491.86
XMRUSDT,34,72,8,21,2,35,15,-98.23,0.02,42.28,2354,-397.12
XMRUSDT,34,72,8,21,6,15,5,78.54,1.21,57.95,1722,664.55
XMRUSDT,34,72,8,21,6,15,15,131.60,1.18,57.03,1866,670.20
XMRUSDT,34,72,8,21,6,35,5,193.07,1.24,55.24,1865,777.17
XMRUSDT,34,72,8,21,6,35,15,131.60,1.18,57.03,1866,670.20
XMRUSDT,34,72,28,7,2,15,5,-308.82,-0.40,58.13,2068,-607.72
XMRUSDT,34,72,28,7,2,15,15,-68.19,0.25,39.84,2119,-261.95
XMRUSDT,34,72,28,7,2,35,5,-224.00,-0.38,48.75,1605,-522.89
XMRUSDT,34,72,28,7,2,35,15,-126.02,-0.13,42.11,1605,-424.92
XMRUSDT,34,72,28,7,6,15,5,-589.62,-0.03,69.90,2026,-551.31
XMRUSDT,34,72,28,7,6,15,15,-360.94,0.54,62.64,1866,-134.74
XMRUSDT,34,72,28,7,6,35,5,-433.91,0.39,58.79,2026,-267.67
XMRUSDT,34,72,28,7,6,35,15,-390.47,0.47,60.41,2026,-188.52
XMRUSDT,34,72,28,21,2,15,5,-233.81,-0.23,56.07,2068,-532.71
XMRUSDT,34,72,28,21,2,15,15,-38.54,0.32,39.31,1605,-228.95
XMRUSDT,34,72,28,21,2,35,5,-166.36,-0.23,49.12,1605,-465.26
XMRUSDT,34,72,28,21,2,35,15,-71.06,-0.00,41.81,1605,-369.95
XMRUSDT,34,72,28,21,6,15,5,-498.48,0.19,72.34,2026,-385.28
XMRUSDT,34,72,28,21,6,15,15,-227.12,0.77,63.13,1866,109.05
XMRUSDT,34,72,28,21,6,35,5,-283.10,0.67,60.23,2026,7.06
XMRUSDT,34,72,28,21,6,35,15,-278.97,0.68,61.78,2026,14.59
